Cosine,Euclidean,PearsonR,PearsonP,Label
0.6281030178070068,163.09507751464844,0.37189700822559457,8.56851313107434e-87,1.0
0.5583856999874115,148.71095275878906,0.4416143182987767,1.3280859104949245e-125,1.0
0.6728422045707703,164.296630859375,0.3271577917817131,1.8685414988236736e-66,1.0
0.6418386995792389,116.385498046875,0.35816127430101496,3.402214385963554e-80,1.0
0.6917888224124908,202.70375061035156,0.30821118349968396,8.234974863382781e-59,1.0
0.8000327199697495,189.07742309570312,0.19996727429071778,4.687829973259537e-25,1.0
0.5277158915996552,154.22779846191406,0.4722841034118894,8.53546618036617e-146,1.0
0.46758025884628296,95.27593994140625,0.5324197116331028,6.6453344506822646e-192,1.0
0.39338433742523193,138.65187072753906,0.6066156598240239,2.3153853213244297e-263,1.0
0.5607336759567261,141.68740844726562,0.43926632625897144,3.849912071173199e-124,1.0
0.6532491147518158,168.35379028320312,0.3467508578818587,5.903771123032948e-75,1.0
0.5717577338218689,142.5108642578125,0.42824226331884335,1.9887146760527596e-117,1.0
0.6659045517444611,160.82850646972656,0.3340954751239232,2.1483151610544118e-69,1.0
0.704583078622818,196.6608428955078,0.2954169129567422,5.865770833310004e-54,1.0
0.7898023277521133,189.3912811279297,0.21019768053168922,1.4371180530919955e-27,1.0
0.43849462270736694,134.86619567871094,0.5615053574930671,9.082680611921184e-218,1.0
0.4682506322860718,151.38929748535156,0.5317493468145137,2.45023197845935e-191,1.0
0.6926046311855316,161.6463623046875,0.30739537083989404,1.707786666391153e-58,1.0
0.3425816297531128,105.1283187866211,0.6574182904560715,0.0,1.0
0.20466887950897217,76.73426055908203,0.7953310428533398,0.0,1.0
0.3751685619354248,114.44510650634766,0.624831506179329,6.196871792704223e-284,1.0
0.3743954300880432,123.86097717285156,0.6256045962596157,7.739274621395061e-285,1.0
0.49054020643234253,122.35322570800781,0.5094597964767209,3.350679154266002e-173,1.0
0.5219038426876068,157.7366943359375,0.47809619341328163,7.357309224449979e-150,1.0
0.6587446928024292,158.51943969726562,0.3412552892582293,1.6514756252431145e-72,1.0
0.6605735123157501,169.02218627929688,0.33942649128018065,1.049997090855516e-71,1.0
0.5243856012821198,112.2616195678711,0.47561441241941205,4.091573483984253e-148,1.0
0.4727308750152588,157.5283203125,0.5272690831991219,1.393217253454203e-187,1.0
0.6693544685840607,155.79478454589844,0.3306455116400418,6.3584471309150546e-68,1.0
0.7687763273715973,194.17498779296875,0.23122367366024768,3.674912194391124e-33,1.0
0.6956935822963715,137.70742797851562,0.3043063982607443,2.6468488975451303e-57,1.0
0.7103298902511597,154.8662109375,0.2896701146199266,7.39233305210883e-52,1.0
0.5769138038158417,155.92791748046875,0.4230862394050121,2.2580634804236257e-114,1.0
0.47124719619750977,136.41397094726562,0.5287527910774193,8.068637682696196e-189,1.0
0.5938676297664642,148.84983825683594,0.4061323805978176,1.0740298786220279e-104,1.0
0.6058474183082581,147.70396423339844,0.3941525808157285,3.4559176921238465e-98,1.0
0.6623465418815613,135.17098999023438,0.3376534841694144,6.234955184009452e-71,1.0
0.4224209785461426,82.24075317382812,0.5775790553961474,3.355210125398165e-233,1.0
0.49675267934799194,113.67346954345703,0.5032473074856169,2.2082582800273046e-168,1.0
0.6739602386951447,143.40579223632812,0.3260397781601884,5.47098709564285e-66,1.0
0.38825511932373047,107.59355163574219,0.6117448691359223,5.100188161803107e-269,1.0
0.6713900864124298,136.5813446044922,0.3286098983170434,4.598085415692654e-67,1.0
0.5569599270820618,134.64915466308594,0.4430400947230505,1.697000125521115e-126,1.0
0.5182654857635498,146.57510375976562,0.48173448693904325,1.914830607876809e-152,1.0
0.471915602684021,130.1024932861328,0.5280844772285206,2.9164100086294197e-188,1.0
0.3149205446243286,88.29354858398438,0.6850793631720049,0.0,1.0
0.49203723669052124,116.96920013427734,0.5079627524230892,4.960211983340268e-172,1.0
0.4587762951850891,119.06871032714844,0.5412236989561897,1.820911767823289e-199,1.0
0.5923086702823639,100.97142791748047,0.40769131980034806,1.4599354809373259e-105,1.0
0.3641374707221985,107.66744232177734,0.6358625175372519,4.5196607410753124e-297,1.0
0.29908108711242676,105.35364532470703,0.7009188891868999,0.0,1.0
0.3665929436683655,151.77554321289062,0.6334069890428535,4.2244655674112106e-294,1.0
0.31808239221572876,132.1571044921875,0.6819176587744321,0.0,1.0
0.5601624548435211,150.90988159179688,0.43983755554611903,1.7012737398756219e-124,1.0
0.586524248123169,184.0095672607422,0.41347578976751675,8.088247814609007e-109,1.0
0.3938203454017639,130.65399169921875,0.6061795935792171,6.931083612966655e-263,1.0
0.5130195021629333,119.64317321777344,0.48698046477554663,3.1623692587624356e-156,1.0
0.4869830012321472,150.9010467529297,0.5130169915492073,5.255663528520251e-176,1.0
0.2858046293258667,121.45946502685547,0.7141954005065292,0.0,1.0
0.6251254081726074,149.12576293945312,0.3748745704162168,2.880555515644317e-88,1.0
0.5265269577503204,149.21726989746094,0.47347300756314914,1.276973045589524e-146,1.0
0.5230154693126678,121.66319274902344,0.4769845123700373,4.469161670017283e-149,1.0
0.553660124540329,149.20155334472656,0.4463398576817133,1.3971854687528765e-128,1.0
0.4562610983848572,124.42083740234375,0.5437387925654428,1.1439568114899543e-201,1.0
0.3558575510978699,120.32881164550781,0.644142487825763,2.7287053797012824e-307,1.0
0.5491949319839478,98.4296875,0.4508050793491567,1.9396398162431683e-131,1.0
0.44066542387008667,107.30289459228516,0.5593346201023538,9.504410678590691e-216,1.0
0.660487174987793,133.2941436767578,0.3395128525707189,9.624428963544258e-72,1.0
0.37599867582321167,115.29491424560547,0.6240012959375256,5.748647956527406e-283,1.0
0.6415219008922577,198.32867431640625,0.3584780943456467,2.416461757198779e-80,1.0
0.6554856896400452,119.63492584228516,0.3445142828984089,5.927273473337699e-74,1.0
0.8167139291763306,207.10121154785156,0.18328605857369834,3.0493461481973627e-21,1.0
0.6366167068481445,172.85928344726562,0.3633833205005679,1.1509260126117397e-82,1.0
0.6409282088279724,106.89716339111328,0.35907175775756306,1.2714769754055924e-80,1.0
0.8850999176502228,173.36337280273438,0.11490007178691346,3.6293692138523776e-09,1.0
0.6962001919746399,161.0751190185547,0.3037998141788626,4.1358190276501545e-57,1.0
0.7544320225715637,182.38096618652344,0.24556794700076795,2.5925674016566377e-37,1.0
0.6649519801139832,129.81332397460938,0.33504800967482984,8.366400435072506e-70,1.0
0.6442437767982483,135.46148681640625,0.35575625496245605,4.5097632776537985e-79,1.0
0.691169798374176,142.2540283203125,0.3088302448267424,4.727307052551751e-59,1.0
0.5153236091136932,105.34275817871094,0.48467634167635015,1.4767506516071148e-154,1.0
0.7399161756038666,190.49644470214844,0.2600837903015884,8.467537227323242e-42,1.0
0.3244194984436035,79.8189468383789,0.6755805260388793,0.0,1.0
0.28160953521728516,113.28648376464844,0.7183904720057575,0.0,1.0
0.6236541569232941,130.93421936035156,0.37634586575239665,5.3171812823492276e-89,1.0
0.25865697860717773,104.49945068359375,0.7413430335889792,0.0,1.0
0.7927417159080505,168.5078582763672,0.2072582790716282,7.823837954219855e-27,1.0
